Time (1/2s):	Pressure (hPa):		Temperature (C):
206 		980.92			16.45
207 		980.91			16.47
208 		980.91			16.47
209 		980.91			16.50
210 		980.92			16.51
211 		980.93			16.52
212 		980.95			16.53
213 		980.91			16.54
214 		980.92			16.55
215 		980.94			16.57
216 		980.98			16.59
217 		981.01			16.59
218 		980.98			16.61
219 		980.94			16.62
220 		980.92			16.63
221 		980.93			16.65
222 		980.95			16.66
223 		980.94			16.67
224 		980.94			16.68
225 		980.94			16.70
226 		980.95			16.71
227 		980.92			16.72
228 		980.95			16.73
229 		980.91			16.75
230 		980.92			16.76
231 		980.93			16.77
232 		980.89			16.78
233 		980.87			16.79
234 		980.94			16.81
235 		980.95			16.82
236 		980.95			16.83
237 		980.93			16.85
238 		980.97			16.86
239 		980.93			16.87
240 		980.92			16.88
241 		980.92			16.90
242 		980.93			16.91
243 		980.98			16.92
244 		980.95			16.93
245 		980.91			16.94
246 		980.93			16.96
247 		980.91			16.97
248 		980.87			16.98
249 		980.85			16.99
250 		980.90			17.00
251 		980.89			17.01
252 		980.87			17.03
253 		980.89			17.04
254 		980.89			17.05
255 		980.86			17.07
256 		980.86			17.07
257 		980.88			17.08
258 		980.89			17.10
259 		980.91			17.11
260 		980.91			17.12
261 		980.93			17.13
262 		980.95			17.15
263 		980.96			17.17
264 		980.94			17.18
265 		980.92			17.19
266 		980.93			17.20
267 		980.94			17.21
268 		980.94			17.22
269 		980.89			17.24
270 		980.91			17.25
271 		980.90			17.26
272 		980.90			17.28
273 		980.88			17.28
274 		980.92			17.30
275 		980.91			17.31
276 		980.91			17.32
277 		980.94			17.33
278 		980.94			17.35
279 		980.84			17.35
280 		980.88			17.37
281 		980.97			17.38
282 		980.94			17.39
283 		980.92			17.40
284 		980.95			17.41
285 		980.92			17.42
286 		980.92			17.43
287 		980.98			17.45
288 		980.92			17.45
289 		980.91			17.46
290 		980.95			17.47
291 		980.97			17.49
292 		980.93			17.50
293 		980.94			17.51
294 		980.94			17.52
295 		980.93			17.53
296 		980.94			17.55
297 		980.94			17.55
298 		980.93			17.57
299 		980.94			17.57
300 		980.94			17.58
301 		980.87			17.60
302 		980.92			17.61
303 		980.99			17.62
304 		980.95			17.63
305 		980.94			17.64
306 		980.94			17.65
307 		980.92			17.67
308 		980.93			17.67
309 		980.92			17.69
310 		980.93			17.70
311 		980.94			17.71
312 		980.92			17.72
313 		980.92			17.73
314 		980.90			17.74
315 		980.93			17.75
316 		980.92			17.75
317 		980.89			17.77
318 		980.89			17.78
319 		980.92			17.79
320 		980.94			17.81
321 		980.90			17.81
322 		980.91			17.83
323 		980.93			17.83
324 		980.92			17.84
325 		980.93			17.86
326 		980.89			17.86
327 		980.91			17.88
328 		980.94			17.88
329 		980.92			17.89
330 		980.91			17.91
331 		980.90			17.92
332 		980.92			17.93
333 		980.92			17.94
334 		980.94			17.94
335 		980.89			17.96
336 		980.88			17.97
337 		980.90			17.98
338 		980.92			18.00
339 		980.87			18.00
340 		980.84			18.01
341 		980.83			18.02
342 		980.87			18.02
343 		980.93			18.05
344 		980.90			18.05
345 		980.88			18.06
346 		980.85			18.08
347 		980.87			18.09
348 		980.89			18.10
349 		980.88			18.11
350 		980.90			18.11
351 		980.90			18.13
352 		980.87			18.13
353 		980.89			18.14
354 		980.86			18.16
355 		980.88			18.16
356 		980.89			18.17
357 		980.89			18.18
358 		980.93			18.20
359 		980.90			18.20
360 		980.91			18.21
361 		980.91			18.22
362 		980.90			18.24
363 		980.86			18.24
364 		980.88			18.25
365 		980.89			18.26
366 		980.88			18.27
367 		980.91			18.28
368 		980.90			18.29
369 		980.88			18.30
370 		980.89			18.31
371 		980.88			18.32
372 		980.90			18.33
373 		980.89			18.33
374 		980.92			18.34
375 		980.89			18.36
376 		980.89			18.36
377 		980.89			18.38
378 		980.89			18.39
379 		980.91			18.39
380 		980.90			18.40
381 		980.88			18.41
382 		980.89			18.42
383 		980.87			18.43
384 		980.86			18.44
385 		980.87			18.45
386 		980.88			18.46
387 		980.87			18.46
388 		980.92			18.48
389 		980.89			18.48
390 		980.88			18.49
391 		980.90			18.50
392 		980.87			18.51
393 		980.90			18.53
394 		980.89			18.54
395 		980.90			18.54
396 		980.86			18.55
397 		980.87			18.56
398 		980.88			18.57
399 		980.89			18.58
400 		980.87			18.59
401 		980.87			18.60
402 		980.84			18.60
403 		980.86			18.61
404 		980.89			18.62
405 		980.88			18.63
406 		980.84			18.64
407 		980.84			18.65
408 		980.87			18.66
409 		980.85			18.67
410 		980.85			18.67
411 		980.86			18.68
412 		980.90			18.69
413 		980.88			18.70
414 		980.85			18.71
415 		980.87			18.71
416 		980.87			18.73
417 		980.86			18.74
418 		980.86			18.74
419 		980.88			18.75
420 		980.89			18.75
421 		980.86			18.77
422 		980.91			18.78
423 		980.89			18.79
424 		980.88			18.80
425 		980.88			18.80
426 		980.85			18.81
427 		980.87			18.83
428 		980.81			18.83
429 		980.93			18.85
430 		980.91			18.85
431 		980.89			18.86
432 		980.89			18.86
433 		980.90			18.88
434 		980.90			18.89
435 		980.89			18.89
436 		980.91			18.90
437 		980.99			18.91
438 		980.91			18.91
439 		980.91			18.92
440 		980.90			18.93
441 		980.89			18.94
442 		980.92			18.95
443 		980.96			18.95
444 		980.88			18.96
445 		980.91			18.97
446 		980.88			18.98
447 		980.85			19.00
448 		980.85			19.00
449 		980.91			19.01
450 		980.88			19.01
451 		980.88			19.02
452 		980.85			19.03
453 		980.88			19.04
454 		980.80			19.05
455 		980.87			19.05
456 		980.89			19.06
457 		980.85			19.07
458 		980.87			19.08
459 		980.87			19.08
460 		980.88			19.09
461 		980.86			19.10
462 		980.86			19.11
463 		980.87			19.12
464 		980.89			19.12
465 		980.89			19.13

